drug,cell_line_id,n_cells
TAK-901,CVCL_1119,4025
BI-78D3,CVCL_1717,4024
Irinotecan,CVCL_1666,4024
Artesunate,CVCL_1724,4023
Sivelestat (sodium tetrahydrate),CVCL_1517,4022
Filgotinib,CVCL_1098,4021
Mitoxantrone (dihydrochloride),CVCL_1717,4021
Rapamycin,CVCL_1731,4021
AT7519,CVCL_1731,4020
Mifepristone,CVCL_0371,4020
Nevirapine,CVCL_0293,4020
Silodosin,CVCL_0399,4020
Flutamide,CVCL_1478,4019
Ivermectin,CVCL_1731,4019
Vandetanib,CVCL_1478,4019
Peretinoin,CVCL_0359,4019
Vitamin K4,CVCL_0069,4018
Nafamostat (mesylate),CVCL_0069,4018
Cytarabine (hydrochloride),CVCL_1094,4018
Vemurafenib,CVCL_0334,4018
Decitabine,CVCL_1495,4018
Sulfatinib,CVCL_0152,4018
PH-797804,CVCL_1056,4018
Fedratinib (hydrochloride hydrate),CVCL_0292,4017
Abemaciclib,CVCL_1094,4017
Darinaparsin,CVCL_1055,4016
Norepinephrine (hydrochloride),CVCL_1666,4016
Malotilate,CVCL_0099,4016
Cilostazol,CVCL_1666,4016
Anastrozole,CVCL_1055,4016
Imiquimod (hydrochloride),CVCL_0397,4016
Lenalidomide (hemihydrate),CVCL_1055,4016
Tofacitinib,CVCL_1666,4016
Pexidartinib (hydrochloride),CVCL_0218,4015
Levobupivacaine (hydrochloride),CVCL_0320,4015
Megestrol,CVCL_0292,4015
Sapanisertib,CVCL_1635,4015
Tetracycline (hydrochloride),CVCL_0366,4014
Quinestrol,CVCL_1724,4014
Vismodegib,CVCL_0320,4014
Cinacalcet,CVCL_C466,4013
Ropivacaine (hydrochloride monohydrate),CVCL_0179,4012
Lactate (calcium),CVCL_0069,4012
Azithromycin (hydrate),CVCL_1098,4012
Bimatoprost,CVCL_1055,4011
Vismodegib,CVCL_0504,4011
BI-78D3,CVCL_1097,4011
BI-3406,CVCL_1547,4011
Monocrotaline,CVCL_1495,4010
L-Thyroxine (sodium salt pentahydrate),CVCL_1717,4010
L-Eflornithine (monohydrochloride),CVCL_0397,4010
Ribociclib,CVCL_C466,4009
Bexarotene,CVCL_0218,4008
9-ING-41,CVCL_1547,4008
ETC-206,CVCL_1635,4008
PH-797804,CVCL_1717,4007
Flutamide,CVCL_0397,4007
Gemcitabine,CVCL_1693,4007
TAK-733,CVCL_1517,4007
Tazarotene,CVCL_0069,4007
Dimethyl fumarate,CVCL_1239,4006
Capivasertib,CVCL_1547,4006
Fingolimod (hydrochloride),CVCL_0397,4006
Ivabradine (hydrochloride),CVCL_1717,4005
Tranilast,CVCL_0131,4005
Rosiglitazone,CVCL_0293,4004
Cabozantinib (S-malate),CVCL_0292,4004
(S)-Crizotinib,CVCL_0099,4004
Docetaxel,CVCL_1055,4004
Filgotinib,CVCL_1517,4003
Alpelisib,CVCL_0359,4002
Peretinoin,CVCL_1478,4002
Darolutamide,CVCL_0218,4002
Dexamethasone,CVCL_1547,4002
Verapamil,CVCL_0332,4002
Trifluridine,CVCL_1666,4002
Ribociclib,CVCL_0099,4001
Temuterkib,CVCL_0397,4001
Sildenafil,CVCL_0099,4001
ML264,CVCL_0359,4001
Larotrectinib,CVCL_1495,4001
Lonafarnib,CVCL_0366,4000
Estrone sulfate (potassium),CVCL_1635,3999
Talc,CVCL_1478,3999
Clotrimazole,CVCL_1094,3999
Hydroxyfasudil,CVCL_0397,3999
Eplerenone,CVCL_1478,3999
Trimetrexate,CVCL_1666,3998
Penfluridol,CVCL_0399,3998
Ipatasertib,CVCL_0397,3998
Docetaxel,CVCL_1731,3997
Sonidegib,CVCL_0359,3997
Aspirin,CVCL_1094,3997
Quinidine (15% dihydroquinidine),CVCL_0152,3997
Epirubicin (hydrochloride),CVCL_0371,3997
AZD-8055,CVCL_0332,3997
Flutamide,CVCL_1717,3996
Belumosudil (mesylate),CVCL_1717,3994
Acetazolamide,CVCL_0131,3994
5-Fluorouracil,CVCL_0218,3994
Bimatoprost,CVCL_1094,3994
γ-Oryzanol,CVCL_0099,3993
Sunitinib,CVCL_1550,3993
Ouabain (Octahydrate),CVCL_1478,3993
Methotrexate,CVCL_0292,3993
OTS514,CVCL_1119,3993
Dabrafenib,CVCL_0332,3992
Fedratinib (hydrochloride hydrate),CVCL_C466,3992
Flutamide,CVCL_1635,3992
(R)-Verapamil (hydrochloride),CVCL_0428,3991
Ralimetinib dimesylate,CVCL_1381,3991
Belinostat,CVCL_0293,3991
Futibatinib,CVCL_1381,3989
Fluvoxamine,CVCL_1495,3989
Diphenhydramine,CVCL_1055,3988
Belumosudil,CVCL_1125,3988
Menadione,CVCL_1693,3988
Ritonavir,CVCL_1731,3987
Vismodegib,CVCL_0023,3987
Darinaparsin,CVCL_1731,3987
Tucatinib,CVCL_1098,3986
Phenylephrine (hydrochloride),CVCL_1094,3986
Filgotinib,CVCL_1055,3986
Salicylic acid,CVCL_0292,3986
Crizotinib (hydrochloride),CVCL_0099,3986
PF-06260933,CVCL_1717,3985
Lapatinib ditosylate,CVCL_1495,3985
APTO-253,CVCL_0366,3985
Trimetrexate,CVCL_0179,3985
Estrone sulfate (potassium),CVCL_1717,3984
Salicylic acid,CVCL_1693,3983
AT7519,CVCL_0332,3983
Triclosan,CVCL_1693,3983
Piroxicam,CVCL_1239,3983
Finasteride,CVCL_1550,3983
Busulfan,CVCL_1731,3982
Pioglitazone,CVCL_C466,3982
Saquinavir,CVCL_1547,3981
Vitamin K4,CVCL_C466,3981
APTO-253,CVCL_1098,3981
Ciclopirox,CVCL_0069,3981
Darinaparsin,CVCL_1094,3981
Cytarabine (hydrochloride),CVCL_0069,3981
Bendamustine,CVCL_1550,3980
Osimertinib (mesylate),CVCL_0397,3979
Apalutamide,CVCL_0332,3978
Ixazomib citrate,CVCL_1478,3978
Volasertib,CVCL_1550,3978
Darinaparsin,CVCL_0218,3978
Demeclocycline,CVCL_0179,3978
Lactate (calcium),CVCL_0152,3977
XRK3F2,CVCL_0504,3977
Nafamostat (mesylate),CVCL_1717,3976
Arbutin,CVCL_0504,3976
Adenosine,CVCL_0179,3976
MK-3903,CVCL_1285,3975
Lactate (calcium),CVCL_0099,3975
AZD-7648,CVCL_1285,3975
Pralsetinib,CVCL_0332,3974
Belinostat,CVCL_0320,3973
Tranilast,CVCL_0332,3973
Triamcinolone,CVCL_1731,3973
Estrone sulfate (potassium),CVCL_1097,3973
Demeclocycline,CVCL_0332,3972
Tomivosertib,CVCL_1635,3972
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_0428,3971
Resveratrol,CVCL_0218,3971
Neratinib (maleate),CVCL_0292,3970
Sulfatinib,CVCL_1478,3970
Ropivacaine (hydrochloride monohydrate),CVCL_1098,3970
Macitentan,CVCL_1478,3969
Infigratinib,CVCL_1635,3969
Abemaciclib,CVCL_1495,3968
Quinidine (15% dihydroquinidine),CVCL_0292,3968
Doxycycline (monohydrate),CVCL_0371,3968
Acetohexamide,CVCL_1495,3968
Valdecoxib,CVCL_1381,3967
Finasteride,CVCL_1381,3967
c-Kit-IN-1,CVCL_0218,3966
Aprepitant,CVCL_0292,3966
Niclosamide (olamine),CVCL_1666,3966
Oxaliplatin,CVCL_0332,3965
Idoxuridine,CVCL_0366,3965
Atazanavir (sulfate),CVCL_1666,3965
Cyclosporin A,CVCL_0218,3964
Osimertinib (mesylate),CVCL_1717,3964
Tolmetin,CVCL_1547,3963
Tadalafil,CVCL_1635,3963
Perindopril (erbumine),CVCL_0179,3962
Ivabradine (hydrochloride),CVCL_1731,3962
(S)-Crizotinib,CVCL_1055,3962
Quinidine (15% dihydroquinidine),CVCL_1717,3962
AZD-8055,CVCL_0366,3961
palbociclib,CVCL_0504,3961
Infigratinib,CVCL_1731,3961
Tofacitinib (citrate),CVCL_0397,3960
S-Adenosyl-L-methionine (disulfate tosylate),CVCL_0069,3960
Ixazomib,CVCL_0504,3960
Loperamide (hydrochloride),CVCL_C466,3960
Cabozantinib (S-malate),CVCL_1731,3959
Ranolazine,CVCL_0069,3958
Methylprednisolone succinate,CVCL_0293,3958
Roxadustat,CVCL_0320,3957
Dabrafenib,CVCL_0218,3957
Pexidartinib (hydrochloride),CVCL_1547,3957
Valdecoxib,CVCL_0371,3957
Idarubicin (hydrochloride),CVCL_0292,3956
BI-78D3,CVCL_1478,3956
PH-797804,CVCL_1478,3956
Vitamin K4,CVCL_1635,3956
Estrone sulfate (potassium),CVCL_0069,3956
ML264,CVCL_1495,3956
Apalutamide,CVCL_0099,3955
Rifaximin,CVCL_0320,3955
Vandetanib,CVCL_0069,3954
Lenalidomide (hemihydrate),CVCL_1635,3953
Gallic acid (hydrate),CVCL_0179,3953
Volasertib,CVCL_1478,3953
Meloxicam,CVCL_1097,3953
Ciclopirox,CVCL_0179,3952
Eplerenone,CVCL_1717,3952
Decitabine,CVCL_0359,3952
AZD-7648,CVCL_0480,3951
Vinblastine (sulfate),CVCL_1731,3951
Voriconazole,CVCL_1094,3950
Megestrol,CVCL_1693,3950
Demeclocycline,CVCL_1094,3950
CP21R7,CVCL_0504,3950
Vinblastine (sulfate),CVCL_1055,3949
Citalopram (hydrobromide),CVCL_0218,3949
Dihydroartemisinin,CVCL_1495,3949
Lidocaine (hydrochloride),CVCL_0320,3949
Vortioxetine,CVCL_0152,3948
Cepharanthine,CVCL_0366,3948
Levobupivacaine (hydrochloride),CVCL_0069,3948
Neratinib,CVCL_1717,3948
Tetracycline (hydrochloride),CVCL_1517,3947
Erlotinib,CVCL_0218,3947
Daptomycin,CVCL_0504,3947
L-Eflornithine (monohydrochloride),CVCL_1666,3947
Peretinoin,CVCL_0320,3947
γ-Oryzanol,CVCL_1094,3946
TAK-901,CVCL_0397,3946
Alpelisib,CVCL_0397,3946
Rosiglitazone,CVCL_0332,3945
Aspirin,CVCL_0218,3945
Rutin (trihydrate),CVCL_1094,3945
Elagolix sodium,CVCL_0069,3944
Valdecoxib,CVCL_0504,3944
Tucidinostat,CVCL_0292,3944
Digitoxin,CVCL_1635,3944
Ritonavir,CVCL_0179,3943
Menadione,CVCL_0334,3943
Tucatinib,CVCL_0332,3942
Temuterkib,CVCL_C466,3942
Ixazomib citrate,CVCL_0292,3942
Idoxuridine,CVCL_1666,3942
Proglumide,CVCL_0099,3942
Triamcinolone,CVCL_0332,3941
Cabozantinib (S-malate),CVCL_0099,3941
9-ING-41,CVCL_1635,3941
Vortioxetine,CVCL_0332,3940
"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",CVCL_1119,3940
Sivelestat (sodium tetrahydrate),CVCL_1478,3940
Thymopentin,CVCL_0293,3940
Budesonide,CVCL_0131,3940
Acetohexamide,CVCL_0366,3939
Methylthiouracil,CVCL_1098,3939
Ralimetinib dimesylate,CVCL_1478,3939
Norepinephrine (hydrochloride),CVCL_0428,3939
APTO-253,CVCL_1666,3938
Phenylephrine (hydrochloride),CVCL_0218,3938
Berberine (chloride hydrate),CVCL_1724,3938
Pralsetinib,CVCL_1666,3938
Nafamostat (mesylate),CVCL_0292,3938
Aprepitant,CVCL_C466,3938
Ivermectin,CVCL_1666,3937
Fluvoxamine,CVCL_0293,3937
ULK-101,CVCL_0023,3937
Lonafarnib,CVCL_0218,3937
Erythromycin,CVCL_0371,3937
Idarubicin (hydrochloride),CVCL_1666,3937
Quinidine (15% dihydroquinidine),CVCL_0131,3936
Lidocaine (hydrochloride),CVCL_1478,3936
Flutamide,CVCL_1547,3936
Osimertinib (mesylate),CVCL_1635,3936
Panobinostat,CVCL_1517,3935
Saquinavir,CVCL_1381,3935
ML264,CVCL_0218,3935
Ligustrazine,CVCL_0293,3934
Lopinavir,CVCL_0218,3934
Vandetanib,CVCL_1717,3934
AT7519,CVCL_1098,3933
Nimesulide,CVCL_1495,3933
Levobupivacaine (hydrochloride),CVCL_0099,3931
Pyridoxine,CVCL_1495,3931
Canagliflozin,CVCL_0371,3930
Neratinib,CVCL_1731,3930
Trifluridine,CVCL_1094,3930
Docetaxel,CVCL_1495,3930
Tranilast,CVCL_1478,3930
Eplerenone,CVCL_0069,3929
Ritonavir,CVCL_0332,3929
Ralimetinib dimesylate,CVCL_0397,3929
Tranilast,CVCL_0069,3929
BAY1125976,CVCL_0359,3929
Triamcinolone,CVCL_0218,3929
Volasertib,CVCL_0131,3928
Bexarotene,CVCL_1094,3927
Bentamapimod,CVCL_0504,3927
Auranofin,CVCL_0504,3927
Temsirolimus,CVCL_1693,3926
Imiquimod (maleate),CVCL_1693,3926
Hesperidin,CVCL_0332,3926
Lapatinib ditosylate,CVCL_0366,3926
Belinostat,CVCL_0152,3926
Ropivacaine (hydrochloride monohydrate),CVCL_1731,3925
Tirabrutinib (hydrochloride),CVCL_1055,3924
Ralimetinib dimesylate,CVCL_1717,3924
5-Fluorouracil,CVCL_0099,3924
Aspirin,CVCL_1547,3923
Imiquimod (maleate),CVCL_0428,3923
Drospirenone,CVCL_0218,3923
Rucaparib (phosphate),CVCL_1094,3923
Acetohexamide,CVCL_0218,3921
Tucidinostat,CVCL_0428,3921
Bimatoprost,CVCL_1731,3920
Erythromycin,CVCL_1550,3920
Sunitinib,CVCL_0320,3920
Erythromycin,CVCL_0320,3919
Resveratrol,CVCL_0428,3918
Clonidine (hydrochloride),CVCL_0099,3918
Infigratinib,CVCL_1547,3917
Silodosin,CVCL_1056,3917
Pyridoxine (hydrochloride),CVCL_0334,3917
BAY1125976,CVCL_1731,3916
Darolutamide,CVCL_0292,3916
Tofacitinib,CVCL_0218,3915
Ropivacaine (hydrochloride monohydrate),CVCL_1094,3915
Levobupivacaine (hydrochloride),CVCL_0293,3915
Sonidegib,CVCL_0131,3915
Neratinib (maleate),CVCL_1724,3915
DT-061,CVCL_C466,3914
Allantoin,CVCL_0428,3914
Sildenafil,CVCL_1547,3913
Erythromycin,CVCL_1495,3912
Imiquimod (hydrochloride),CVCL_1478,3912
Captopril,CVCL_1094,3911
BAY1125976,CVCL_1495,3909
APTO-253,CVCL_1495,3909
Meloxicam,CVCL_1495,3909
Hesperidin,CVCL_0320,3908
(S)-Crizotinib,CVCL_1666,3908
NG25,CVCL_0320,3908
Oxaliplatin,CVCL_0218,3908
Acetazolamide,CVCL_1097,3907
Salicylic acid,CVCL_0428,3907
Pasireotide (acetate),CVCL_0428,3907
Osimertinib (mesylate),CVCL_1666,3907
(S)-Crizotinib,CVCL_1547,3907
Flutamide,CVCL_1666,3907
Abiraterone acetate,CVCL_0218,3907
Balsalazide (sodium hydrate),CVCL_0334,3906
Daptomycin,CVCL_1094,3906
Darolutamide,CVCL_1239,3906
Budesonide,CVCL_1478,3905
Methyl aminolevulinate (hydrochloride),CVCL_1239,3905
Panobinostat,CVCL_1666,3905
Sodium Salicylate,CVCL_0292,3905
Loperamide (hydrochloride),CVCL_1094,3905
Abemaciclib,CVCL_1731,3905
ML264,CVCL_1731,3904
Gallic acid,CVCL_0334,3904
Cysteamine (hydrochloride),CVCL_1055,3904
Clobetasol propionate,CVCL_0069,3904
Cyclosporin A,CVCL_0069,3904
Voriconazole,CVCL_0218,3903
Resveratrol,CVCL_1666,3902
Vinblastine (sulfate),CVCL_1094,3902
Verapamil,CVCL_0069,3902
Volasertib,CVCL_1097,3902
Brivudine,CVCL_1547,3902
Ribociclib,CVCL_1055,3902
Bexarotene,CVCL_1517,3902
Econazole,CVCL_0366,3902
crizotinib,CVCL_0320,3900
Bicalutamide,CVCL_1098,3900
LJI308,CVCL_1285,3900
Tubulin inhibitor 6,CVCL_1098,3898
Olanzapine,CVCL_1693,3898
OTS514,CVCL_0504,3897
Flutamide,CVCL_0069,3896
olaparib,CVCL_0069,3896
Bimiralisib,CVCL_1478,3896
Capmatinib,CVCL_1381,3896
LY2090314,CVCL_0366,3895
Tofacitinib,CVCL_1094,3895
Dimethyl fumarate,CVCL_1517,3895
Atazanavir (sulfate),CVCL_0069,3894
Mebendazole,CVCL_1666,3894
Vitamin K4,CVCL_0099,3894
EX229,CVCL_1478,3894
Auranofin,CVCL_1731,3894
APTO-253,CVCL_0218,3893
Cepharanthine,CVCL_1098,3892
Vinblastine (sulfate),CVCL_0179,3892
Ipatasertib,CVCL_0504,3892
LY2090314,CVCL_1666,3891
Verapamil,CVCL_1055,3891
BI-3406,CVCL_1098,3891
Sildenafil,CVCL_1666,3890
Pimitespib,CVCL_1119,3890
Cepharanthine,CVCL_C466,3890
Sinomenine,CVCL_1693,3890
Tadalafil,CVCL_0069,3889
CP21R7,CVCL_1517,3889
Vandetanib,CVCL_0397,3889
Tazarotene,CVCL_1547,3889
Cytarabine (hydrochloride),CVCL_0131,3889
Lactate (calcium),CVCL_0397,3889
Daptomycin,CVCL_1731,3888
GSK1059615,CVCL_C466,3888
Tubulin inhibitor 6,CVCL_0218,3888
Vortioxetine,CVCL_0397,3888
Niclosamide (olamine),CVCL_0292,3887
Fluvoxamine,CVCL_1717,3887
Proglumide,CVCL_0069,3887
Fumaric acid,CVCL_1125,3886
Bisoprolol (hemifumarate),CVCL_1550,3886
Palmatine (chloride),CVCL_1666,3885
Sapanisertib,CVCL_1666,3885
Vortioxetine,CVCL_1635,3884
Nimesulide,CVCL_0320,3883
Cyclosporin A,CVCL_0366,3883
Thymopentin,CVCL_0320,3883
Phenytoin (sodium),CVCL_0371,3883
Epirubicin (hydrochloride),CVCL_0320,3883
Tucidinostat,CVCL_0069,3882
Nevirapine,CVCL_1478,3882
Ribociclib,CVCL_0218,3880
Ciclopirox,CVCL_1098,3879
Bendamustine,CVCL_1381,3878
Sinomenine,CVCL_0428,3878
Tofacitinib (citrate),CVCL_1666,3878
Gallic acid (hydrate),CVCL_1094,3878
Encorafenib,CVCL_0359,3878
Dabrafenib,CVCL_0292,3877
palbociclib,CVCL_1119,3877
Budesonide,CVCL_0069,3876
Zileuton,CVCL_0218,3876
Lonafarnib,CVCL_1495,3875
Trametinib (DMSO_TF solvate),CVCL_1055,3875
Bergenin,CVCL_0428,3875
Cepharanthine,CVCL_0397,3875
Ixazomib citrate,CVCL_0397,3874
Cobimetinib,CVCL_0334,3874
Gemfibrozil,CVCL_0334,3874
Darinaparsin,CVCL_0179,3874
Afatinib,CVCL_0028,3874
Phenytoin (sodium),CVCL_0359,3874
γ-Oryzanol,CVCL_0366,3873
Levobupivacaine (hydrochloride),CVCL_1635,3873
Bestatin,CVCL_0218,3872
Abiraterone acetate,CVCL_1517,3872
Clopidogrel,CVCL_0099,3872
Mebendazole,CVCL_0069,3872
Tucatinib,CVCL_0218,3871
OTS514,CVCL_0359,3871
Tofacitinib,CVCL_1055,3871
Lactate (calcium),CVCL_1547,3871
Betamethasone dipropionate,CVCL_0023,3871
Temsirolimus,CVCL_1666,3870
9-ING-41,CVCL_1495,3870
Trifluridine,CVCL_1055,3870
BI-78D3,CVCL_C466,3869
IQ 1,CVCL_0131,3869
Orlistat,CVCL_0504,3868
Retinoic acid,CVCL_0334,3868
Carbamazepine,CVCL_0504,3868
Auranofin,CVCL_0332,3867
(S)-Crizotinib,CVCL_1094,3867
XRK3F2,CVCL_1119,3867
Peretinoin,CVCL_0397,3867
Trametinib (DMSO_TF solvate),CVCL_0218,3867
Abemaciclib,CVCL_0292,3867
Panobinostat,CVCL_1094,3867
Econazole,CVCL_1055,3866
ERK5-IN-2,CVCL_0218,3866
Demeclocycline,CVCL_0069,3866
Atazanavir (sulfate),CVCL_0366,3865
(R)-Verapamil (hydrochloride),CVCL_1693,3865
Erdafitinib,CVCL_1517,3864
Imiquimod (hydrochloride),CVCL_1717,3864
Cytarabine (hydrochloride),CVCL_0099,3864
SBI-0640756,CVCL_0399,3864
Imiquimod (hydrochloride),CVCL_1097,3864
Ouabain (Octahydrate),CVCL_1094,3863
Sinomenine,CVCL_0218,3863
IQ 1,CVCL_0320,3863
Clofarabine,CVCL_0399,3862
Plicamycin,CVCL_0218,3862
Medroxyprogesterone acetate,CVCL_0397,3862
L-Thyroxine (sodium salt pentahydrate),CVCL_C466,3861
Pralsetinib,CVCL_0366,3861
Oxaprozin,CVCL_1495,3861
Bestatin,CVCL_0099,3861
Dexmedetomidine,CVCL_1478,3861
Hydroxyurea,CVCL_1285,3860
Carbamazepine,CVCL_1550,3860
Trimetrexate,CVCL_0428,3860
Rutin (trihydrate),CVCL_0218,3860
Bestatin (hydrochloride),CVCL_1517,3859
Ouabain (Octahydrate),CVCL_1666,3858
Sunitinib,CVCL_0371,3856
BAY1125976,CVCL_1635,3856
Pioglitazone,CVCL_0218,3856
OTS514,CVCL_1717,3856
Citalopram (hydrobromide),CVCL_1517,3855
TAK-901,CVCL_1285,3855
Vemurafenib,CVCL_0069,3854
Ribociclib,CVCL_1094,3854
Altretamine,CVCL_1495,3853
Lumateperone (tosylate),CVCL_0334,3853
LB-100,CVCL_1731,3853
Pioglitazone,CVCL_1094,3853
Sunitinib,CVCL_1495,3852
Niclosamide (olamine),CVCL_1547,3852
Elagolix sodium,CVCL_0397,3852
Doxycycline (monohydrate),CVCL_1550,3851
Zileuton,CVCL_1094,3851
PF-06260933,CVCL_1495,3851
Clobetasol propionate,CVCL_0320,3850
palbociclib,CVCL_1717,3850
Proglumide,CVCL_0152,3850
Posaconazole,CVCL_0099,3850
Proglumide,CVCL_0293,3849
Futibatinib,CVCL_0397,3849
Trametinib (DMSO_TF solvate),CVCL_0099,3849
Fluvoxamine (maleate),CVCL_1731,3848
Drospirenone,CVCL_1239,3848
Verapamil,CVCL_0397,3848
Methylprednisolone succinate,CVCL_0371,3848
Olanzapine,CVCL_0428,3848
Ipatasertib,CVCL_1547,3847
Budesonide,CVCL_1666,3847
EX229,CVCL_1717,3847
Dexamethasone,CVCL_1094,3847
ETC-206,CVCL_0179,3846
Verteporfin,CVCL_0359,3846
Dorzolamide (hydrochloride),CVCL_0332,3845
Elagolix sodium,CVCL_1731,3845
TAK-901,CVCL_1517,3844
XRK3F2,CVCL_1717,3844
Fusidic acid,CVCL_1724,3844
Dexamethasone,CVCL_1055,3843
Proglumide,CVCL_0292,3843
Mitoxantrone (dihydrochloride),CVCL_1381,3843
Pioglitazone,CVCL_0099,3842
Lucanthone,CVCL_C466,3842
Ivabradine (hydrochloride),CVCL_0152,3841
Lenalidomide (hemihydrate),CVCL_1495,3841
Dorzolamide (hydrochloride),CVCL_1635,3840
Acetohexamide,CVCL_1635,3840
Atazanavir (sulfate),CVCL_1517,3840
Tazarotene,CVCL_0099,3840
Encorafenib,CVCL_1547,3840
Ralimetinib dimesylate,CVCL_0359,3840
Bisoprolol (hemifumarate),CVCL_1381,3838
Alpelisib,CVCL_C466,3838
Lopinavir,CVCL_C466,3838
Sacubitril/Valsartan,CVCL_1094,3838
Tadalafil,CVCL_0397,3838
Minodronic acid,CVCL_0332,3838
Abiraterone acetate,CVCL_1239,3837
Pralsetinib,CVCL_1094,3837
Nafamostat (mesylate),CVCL_C466,3837
MK-8353,CVCL_1056,3835
Azithromycin (hydrate),CVCL_1635,3835
Eplerenone,CVCL_1731,3835
MK-3903,CVCL_0371,3834
Monocrotaline,CVCL_0293,3834
Lidocaine (hydrochloride),CVCL_1119,3833
Furosemide,CVCL_0179,3833
Trametinib (DMSO_TF solvate),CVCL_1495,3833
Allantoin,CVCL_1094,3832
XRK3F2,CVCL_0397,3831
Rosiglitazone,CVCL_1635,3831
Sulfatinib,CVCL_0069,3831
Indacaterol (maleate),CVCL_0218,3831
Folic acid,CVCL_0334,3831
Saquinavir,CVCL_0504,3830
AZD2858,CVCL_0399,3830
AT7519,CVCL_1495,3830
Paclitaxel,CVCL_1693,3829
Tadalafil,CVCL_0332,3829
Pimitespib,CVCL_0504,3829
Flutamide,CVCL_0152,3828
Ivermectin,CVCL_0099,3828
Sacubitril/Valsartan,CVCL_1055,3828
Medroxyprogesterone acetate,CVCL_1094,3827
Allantoin,CVCL_1666,3827
Elimusertib hydrochloride,CVCL_1478,3827
Mebendazole,CVCL_C466,3827
Mifepristone,CVCL_0320,3826
Almonertinib (hydrochloride),CVCL_1055,3826
Estrone sulfate (potassium),CVCL_0397,3826
Doxycycline (monohydrate),CVCL_1285,3826
Verapamil,CVCL_1717,3826
Meloxicam,CVCL_0099,3825
Lactate (calcium),CVCL_1717,3824
Alpelisib,CVCL_1381,3824
Tranilast,CVCL_1717,3823
Talc,CVCL_0152,3823
Vinblastine (sulfate),CVCL_0366,3823
olaparib,CVCL_0332,3823
Sapanisertib,CVCL_0366,3822
Pyridoxine,CVCL_1635,3822
Neratinib,CVCL_0069,3822
Neratinib (maleate),CVCL_0179,3822
Meloxicam,CVCL_1731,3821
Oxaprozin,CVCL_0332,3821
Tirabrutinib,CVCL_1239,3820
Apalutamide,CVCL_1666,3820
Lactate (calcium),CVCL_1635,3820
Trimetrexate,CVCL_1094,3819
Pimozide,CVCL_0371,3819
Thymopentin,CVCL_1495,3819
Belinostat,CVCL_1717,3819
Sonidegib,CVCL_0428,3818
OTS514,CVCL_1478,3818
Talc,CVCL_1635,3818
Ornidazole,CVCL_1517,3817
Tazarotene,CVCL_C466,3817
Pyridoxine (hydrochloride),CVCL_0099,3816
AZD1390,CVCL_C466,3816
Sapanisertib,CVCL_0332,3815
Canagliflozin,CVCL_1495,3815
crizotinib,CVCL_1635,3814
AT7519,CVCL_1666,3814
Gallic acid (hydrate),CVCL_0069,3813
Estrone sulfate (potassium),CVCL_0152,3813
Penfluridol,CVCL_1285,3813
Rifaximin,CVCL_1635,3813
Sulfatinib,CVCL_0099,3813
Ropivacaine (hydrochloride monohydrate),CVCL_0069,3812
HI-TOPK-032,CVCL_1550,3812
Temuterkib,CVCL_0359,3812
Cinacalcet,CVCL_1094,3812
Dabrafenib,CVCL_0179,3811
Mitoxantrone (dihydrochloride),CVCL_1693,3810
Macitentan,CVCL_1635,3810
Bergenin,CVCL_1693,3810
Citalopram (hydrobromide),CVCL_1239,3810
Drospirenone,CVCL_0366,3809
Azithromycin (hydrate),CVCL_0397,3809
Trametinib (DMSO_TF solvate),CVCL_C466,3809
Gallic acid,CVCL_1724,3809
Silodosin,CVCL_1381,3809
Levobupivacaine (hydrochloride),CVCL_0332,3808
NVP-BHG712,CVCL_1119,3808
Sivelestat (sodium tetrahydrate),CVCL_1094,3807
Finasteride,CVCL_0371,3807
Saquinavir,CVCL_1717,3807
Encorafenib,CVCL_1381,3807
Idarubicin (hydrochloride),CVCL_0504,3806
Aliskiren,CVCL_1693,3806
Belinostat,CVCL_0332,3806
Cilostazol,CVCL_1547,3805
Lactate (calcium),CVCL_1478,3805
Proglumide,CVCL_1717,3805
Furosemide,CVCL_0069,3804
Clobetasol propionate,CVCL_0293,3803
Adenine,CVCL_0334,3803
5-Azacytidine,CVCL_1717,3803
Rapamycin,CVCL_0292,3803
Fluvoxamine (maleate),CVCL_1094,3802
Neratinib,CVCL_1635,3802
Mitoxantrone (dihydrochloride),CVCL_0218,3802
Nevirapine,CVCL_0332,3801
Bentamapimod,CVCL_1056,3801
ULK-101,CVCL_0131,3801
Medroxyprogesterone acetate,CVCL_1098,3800
Mitoxantrone (dihydrochloride),CVCL_1495,3800
MK-3903,CVCL_1550,3800
Temuterkib,CVCL_1381,3800
LJI308,CVCL_0023,3799
Dexmedetomidine,CVCL_1666,3798
Mitoxantrone (dihydrochloride),CVCL_0397,3798
Asciminib,CVCL_0292,3798
Ciclopirox,CVCL_1094,3797
Auranofin,CVCL_1478,3796
Tetracycline (hydrochloride),CVCL_0099,3796
Bisoprolol (hemifumarate),CVCL_0371,3796
NG25,CVCL_1119,3794
Nafamostat (mesylate),CVCL_0366,3794
LB-100,CVCL_0179,3794
PF-06260933,CVCL_1731,3794
Valdecoxib,CVCL_0293,3793
ULK-101,CVCL_1285,3793
Delamanid,CVCL_0218,3792
Sonidegib,CVCL_0320,3792
Oxaprozin,CVCL_0293,3792
Tomivosertib,CVCL_1731,3792
